"trip_id","hotel_name","nights","rooms","check_in_time","check_out_time","hotel_per_room_usd"
"148729-9897a6cd788c4b66b2f9b4f2e592be74","Four Seasons - new york","10","1","2023-02-02 11:00:00","2023-02-12 11:00:00","169"
"148867-3034d8e40abe478daaa3b5b2476f4c26","Crowne Plaza - new york","1","1","2023-01-27 11:36:20.07","2023-01-28 11:00:00","447"
"148887-65555c4367ed4bff90c5b00a39449903","Best Western - montreal","3","1","2023-01-20 12:26:02.58","2023-01-24 11:00:00","372"
"149018-d6d82e10f8fe4418a4d0b5ca1eab126b","Wyndham - new york","4","1","2023-01-22 23:09:21.555","2023-01-27 11:00:00","184"
"149214-51daca09926b43bca54e057eca6fc400","Conrad  - edmonton","8","2","2023-02-22 11:00:00","2023-03-02 11:00:00","108"
"149538-edeaabc9a9d14da18aab267469018acc","Radisson  - los angeles","35","1","2023-02-03 11:00:00","2023-03-10 11:00:00","195"
"149783-05b9d1f6c328447192afcb6b8cb47457","Banyan Tree  - new york","6","2","2023-01-28 11:00:00","2023-02-03 11:00:00","63"
"149852-ce641f981e214762af007f8f38bc5b17","Hyatt - phoenix","1","1","2023-01-25 12:49:04.755","2023-01-27 11:00:00","124"
"149962-7724d23a865d4683b80da65354ff781c","Fairmont - houston","1","1","2023-01-22 15:13:33.375","2023-01-24 11:00:00","116"
"150033-b9b6690b7bed401c941d599394d67aae","Hyatt - phoenix","9","2","2023-01-30 11:00:00","2023-02-08 11:00:00","326"
"150067-bd7051d830d64f9fa2bce38368becab9","Hilton - ottawa","1","1","2023-01-22 12:47:34.26","2023-01-24 11:00:00","102"
"150174-b9c3c6ad65aa4672abf03be5a3296c38","Rosewood - new york","3","1","2023-01-24 20:56:51.99","2023-01-28 11:00:00","115"
"150212-1f88eea77da14049b3d54184ab544940","Shangri-La - new york","1","1","2023-01-22 14:29:04.92","2023-01-24 11:00:00","148"
"150274-f25d9e1f472b40d5853210b5dbb13189","Wyndham - el paso","1","1","2023-01-21 14:49:14.97","2023-01-23 11:00:00","324"
"150396-c0cdafa71a8c47ed8fcee1089f354b97","Four Seasons - san diego","48","1","2023-02-01 17:54:53.1","2023-03-22 11:00:00","122"
"150412-920261277dce4697b49318d54b98aa74","Accor - los angeles","2","1","2023-01-22 20:19:53.175","2023-01-25 11:00:00","89"
"150542-53b2dfb3dce8486c9e8aa4d86e5de7ad","Best Western - chicago","7","1","2023-01-21 09:29:47.76","2023-01-28 11:00:00","267"
"150638-ac92e036cca846b09850ecc3196563e1","Extended Stay  - baltimore","4","1","2023-01-21 11:28:56.865","2023-01-25 11:00:00","66"
"150692-2d282f5156c44297abb5664a486caba0","Banyan Tree  - houston","3","1","2023-01-22 10:20:27.195","2023-01-25 11:00:00","65"
"151247-4a8e3af648644bb693853f7aeb77267b","Rosewood - san diego","1","1","2023-01-23 19:31:09.39","2023-01-25 11:00:00","279"
"151291-199ac534efff446e81713b7154de8f33","Extended Stay  - new york","7","1","2023-01-19 11:00:00","2023-01-26 11:00:00","158"
"151791-b90f3f7c3cb9429ab5093ae264d0e281","Wyndham - new york","2","1","2023-01-21 15:19:20.055","2023-01-24 11:00:00","139"
"152024-e5623fa1a1b448b3aed509167961e163","Radisson  - seattle","4","1","2023-01-21 11:53:33.315","2023-01-25 11:00:00","187"
"152178-09999ffdac3241ac93fa25789a7c1cc1","Best Western - new york","4","2","2023-01-21 12:42:43.83","2023-01-26 11:00:00","364"
"152207-b440cf46f571498086777b4d49fa00f3","Banyan Tree  - philadelphia","3","1","2023-01-22 14:49:13.53","2023-01-26 11:00:00","257"
"152340-9873de35669a4dc4ba9d3df8560563b7","Marriott  - tucson","3","1","2023-01-22 19:16:17.22","2023-01-26 11:00:00","103"
"152469-9e9876b6950c41b1adfee1ac5ab21e63","Best Western - dallas","1","1","2023-01-22 12:30:05.49","2023-01-24 11:00:00","117"
"152779-4c515e3736a34211893f019b31a6bbea","Rosewood - jacksonville","11","3","2023-01-21 11:00:00","2023-02-01 11:00:00","166"
"153012-b3fc8afa92844ff3863ddcefce46a4dd","Aman Resorts - las vegas","4","2","2023-01-22 09:28:30.09","2023-01-26 11:00:00","107"
"153037-fe8eb2984c7e437ba6424c32603f477f","Aman Resorts - montreal","0","1","2023-01-28 09:38:49.2","2023-01-28 11:00:00","130"
"153040-7db75afc051940cc85a8e753c885cdaf","Extended Stay  - ottawa","1","1","2023-01-25 14:09:58.905","2023-01-27 11:00:00","195"
"153241-3e953c44c147463a9832cb15d2cbe929","Conrad  - oklahoma city","3","1","2023-01-27 16:50:38.13","2023-01-31 11:00:00","354"
"153337-f16965481f8841e0b3a1e415df2174ba","Best Western - new york","2","1","2023-01-21 13:28:41.655","2023-01-24 11:00:00","293"
"153444-2dd268106def4860b7fb80f58dafc598","NH Hotel  - dallas","0","1","2023-01-30 11:30:05.49","2023-01-30 11:00:00","93"
"153711-108120b86be7445abbd487a9e146afd8","Fairmont - toronto","4","1","2023-01-22 11:00:00","2023-01-26 11:00:00","236"
"153878-e0d0ba7bdba744118d8dd969e268592b","Four Seasons - philadelphia","9","1","2023-01-22 13:11:31.2","2023-02-01 11:00:00","229"
"154120-40ec0a561be54bd1bb2ac76f299528eb","Starwood  - baltimore","4","2","2023-01-20 09:36:50.85","2023-01-24 11:00:00","125"
"154177-43de3f1fad60417eb5e869abbfdf75e7","Hyatt - toronto","4","1","2023-01-22 11:53:12.345","2023-01-26 11:00:00","235"
"154221-7c599f809a804fc79fffe876ef35e7c5","Four Seasons - tucson","4","1","2023-01-25 11:30:42.93","2023-01-29 11:00:00","72"
"154324-1c51ec8e38fe424282941834d88476c6","Rosewood - seattle","0","2","2023-01-27 19:08:43.08","2023-01-28 11:00:00","165"
"154461-3b61f231a0ed4d86a1d17b498c842d06","Extended Stay  - new york","1","1","2023-01-23 13:19:20.055","2023-01-25 11:00:00","276"
"154476-e24909ce2d514b4d8f61eb90cc7a69b5","Best Western - los angeles","2","1","2023-01-23 17:19:53.175","2023-01-26 11:00:00","247"
"154487-59416f0d4c354e8dbf5dcf9c41a53e88","Aman Resorts - chicago","2","1","2023-01-22 10:35:47.805","2023-01-24 11:00:00","260"
"154493-f023103708be421a865d2a0f65ef6913","Fairmont - new york","1","2","2023-01-20 14:52:12.585","2023-01-22 11:00:00","103"
"154556-e7f226d4a2f148feb7e278155aa837fd","Radisson  - phoenix","1","1","2023-01-26 18:37:01.47","2023-01-28 11:00:00","67"
"154687-d4eda29391db4772b28ff3bc7a7c4fe5","Accor - winnipeg","3","1","2023-01-25 11:36:20.07","2023-01-28 11:00:00","253"
"154714-a71d08f76cb04727851e217dfa5de154","Fairmont - indianapolis","5","1","2023-01-23 11:00:00","2023-01-28 11:00:00","65"
"154848-f7c26912ec9040d199eb220ccf1adf24","Rosewood - los angeles","15","1","2023-01-19 20:57:24.3","2023-02-04 11:00:00","189"
"154853-5f42e6bf8c8e45309c700430826f0463","Hilton - toronto","3","1","2023-01-24 09:54:05.085","2023-01-27 11:00:00","185"
"155162-c14918247c4743b9bc58f70015ba1cc7","Best Western - san antonio","1","1","2023-01-28 14:59:51.27","2023-01-30 11:00:00","140"
"155185-31f15f48a2ee497aaa89fbc32dbe850f","Wyndham - new york","1","2","2023-01-24 16:02:27.915","2023-01-26 11:00:00","70"
"155366-c60996e1dded447db08321b090dc72c4","InterContinental  - ottawa","1","1","2023-01-25 09:39:27.99","2023-01-26 11:00:00","199"
"155448-51256c6617bc4580ae81630df2177247","Starwood  - phoenix","0","1","2023-01-21 21:20:46.995","2023-01-22 11:00:00","199"
"155829-b9273a38c6df4ad89456d1f1eb165c8a","Hilton - dallas","8","1","2023-01-23 16:32:37.815","2023-02-01 11:00:00","168"
"155859-240c7fba71674d76a85cf7d55e13bd2c","Fairmont - new york","10","1","2023-01-19 11:00:00","2023-01-29 11:00:00","154"
"155887-020597d60f364072b1ff4bd3636ce1c4","Hyatt - houston","1","1","2023-01-25 19:51:43.2","2023-01-27 11:00:00","246"
"156007-55634156eba84e9096bd0c2067d2f50d","Hilton - boston","2","1","2023-01-22 13:10:45.3","2023-01-25 11:00:00","80"
"156058-c97e859d89b044219d75e99206f89e68","Four Seasons - houston","3","1","2023-01-24 11:47:20.985","2023-01-27 11:00:00","394"
"156069-b4c242c73dd343b49bb9d11add0b8cdd","Hyatt - jacksonville","1","1","2023-01-23 13:19:17.715","2023-01-25 11:00:00","238"
"156077-972223dc1cea48e7b524662a00a9e4c4","Wyndham - hamilton","7","1","2023-01-26 12:39:56.835","2023-02-03 11:00:00","206"
"156172-af7996f78ccb43b2b644b94c13bb5160","Aman Resorts - toronto","1","1","2023-01-21 11:25:07.635","2023-01-22 11:00:00","173"
"156385-3cd67d5f6fed4e06bc398abb6d338150","Starwood  - new york","7","1","2023-01-19 11:00:00","2023-01-26 11:00:00","163"
"156539-a81481bab79f42e2b66cea2927fc9c21","Best Western - hamilton","7","1","2023-01-18 11:00:00","2023-01-25 11:00:00","116"
"157177-7694046b645f49799b93bbb0e77570a4","Radisson  - montreal","3","1","2023-01-24 11:00:00","2023-01-27 11:00:00","183"
"157219-4ff23ab0688e46dc8bb22285b75b25e2","Choice Hotels - houston","5","1","2023-01-30 11:00:00","2023-02-04 11:00:00","166"
"157306-30e07575a306494eb40aad4eb69f4ca4","Shangri-La - fort worth","1","1","2023-01-27 17:25:56.775","2023-01-29 11:00:00","140"
"157645-9eb8e57fa3304873919fe5a727b72fa2","Hilton - san diego","0","1","2023-01-26 11:43:11.01","2023-01-26 11:00:00","202"
"157698-60fb2da1717040e99abc17d179e52a28","Choice Hotels - columbus","0","1","2023-01-22 14:17:29.625","2023-01-23 11:00:00","290"
"158103-5466a2774cff45668d4be0ac0c1c9cf4","Extended Stay  - houston","1","2","2023-01-28 11:51:41.4","2023-01-29 11:00:00","55"
"158358-595a9d5f7e8f4dffb56adce2ffad34bc","Extended Stay  - louisville","1","1","2023-01-23 10:59:12.075","2023-01-24 11:00:00","70"
"158600-da17559226074f57a1d65343937b0e69","Aman Resorts - san diego","0","1","2023-01-29 13:14:34.62","2023-01-30 11:00:00","66"
"158730-58b01f2241fa417bacff9425f7bb7fad","Hyatt - new york","2","1","2023-01-25 21:29:29.535","2023-01-28 11:00:00","84"
"158855-db4e3e9d312d4da3ace6de72abc6c727","Crowne Plaza - phoenix","2","1","2023-01-23 11:00:00","2023-01-25 11:00:00","426"
"159066-6d1af95abe86446ea8d487a279debdbc","Banyan Tree  - edmonton","7","1","2023-01-21 18:12:10.485","2023-01-29 11:00:00","164"
"159255-ee5eee9c388c4622b71d7418b5975e42","Aman Resorts - quebec","6","1","2023-01-23 14:12:01.215","2023-01-30 11:00:00","241"
"159899-0ea0429b51a54d51bd180fc89d443ea0","Radisson  - los angeles","4","1","2023-01-26 11:37:10.74","2023-01-30 11:00:00","213"
"159926-af73259038b942b0bc1113644ca4ceee","Conrad  - seattle","0","1","2023-01-26 12:06:46.62","2023-01-27 11:00:00","92"
"160233-151ec22ff3ae4e41a86f4f0e8377581b","Shangri-La - tucson","4","2","2023-01-25 11:52:57.9","2023-01-29 11:00:00","89"
"160362-5c1f07c77ac74ec4814e44a4f0d0f774","Conrad  - los angeles","5","1","2023-01-22 13:00:18.81","2023-01-28 11:00:00","132"
"160377-9d76e7068c664b3bad5747f7138d1892","Conrad  - dallas","1","1","2023-01-23 17:07:39.855","2023-01-25 11:00:00","328"
"160499-ead79126d41448558c6c804868be8b63","Four Seasons - ottawa","7","2","2023-01-25 11:00:00","2023-02-01 11:00:00","259"
"160740-843d00426804477eaed96425bebc55c8","Conrad  - los angeles","1","2","2023-01-23 18:47:25.755","2023-01-25 11:00:00","144"
"160745-0e964fa4f4984b6298c7ce3cc3408644","Accor - boston","1","1","2023-01-26 12:22:30.72","2023-01-28 11:00:00","149"
"160878-9efa265eadd94027bfe52838878f3927","Radisson  - indianapolis","3","1","2023-01-23 19:34:40.08","2023-01-27 11:00:00","131"
"160970-8c250fc639a74567b5eb89244ebc0b52","Fairmont - boston","2","1","2023-01-22 15:14:28.815","2023-01-25 11:00:00","385"
"161126-45d59590152e48c88f82884546351624","Four Seasons - hamilton","20","3","2023-06-06 23:42:49.14","2023-06-27 11:00:00","201"
"161372-a5513d1b842c46d294c6e241a8de2ae1","Choice Hotels - edmonton","8","1","2023-01-27 11:00:00","2023-02-04 11:00:00","141"
"161506-264a1980a0fa4a0899bb87447e81a8aa","Choice Hotels - dallas","4","1","2023-01-20 14:46:25.95","2023-01-25 11:00:00","202"
"161676-ec3c2d2c51504fcfb33b7880f0ccf1c1","NH Hotel  - jacksonville","2","1","2023-01-24 11:22:52.59","2023-01-26 11:00:00","73"
"161889-c53947e318da470885e85276d5f92210","Hilton - philadelphia","-1","1","2023-01-23 12:02:11.4","2023-01-23 11:00:00","103"
"161906-003ea6d8cdea413eb06dae6257138f9f","Four Seasons - san diego","6","2","2023-01-23 11:00:00","2023-01-29 11:00:00","266"
"162219-8c26940504cc44cdacd2da0b2dadc2e5","Shangri-La - phoenix","7","1","2023-01-25 11:00:00","2023-02-01 11:00:00","98"
"162307-755c1b8772cc43cabed6165a32f39b7a","Hyatt - singapore","10","3","2023-07-05 17:39:11.34","2023-07-16 11:00:00","52"
"162347-fc9a38aa02584753b5b35db2f2a7951e","Starwood  - phoenix","2","1","2023-01-23 21:21:21.42","2023-01-26 11:00:00","229"
"162440-0e56dcb7df84438b81ba57db8ce17c9e","NH Hotel  - chicago","2","1","2023-01-25 09:50:57.66","2023-01-27 11:00:00","110"
"162449-81acea195f984f2cbd35c08cf7758ee8","Marriott  - denver","70","1","2023-01-24 15:47:27.78","2023-04-05 11:00:00","77"
"162729-cb5af373d50243a387e1274094fe8ab9","Hyatt - chicago","0","1","2023-01-30 17:29:50.1","2023-01-31 11:00:00","553"
"162833-0a15af5a63dd41f298f3122b4bd92565","NH Hotel  - shenzhen","8","1","2023-04-12 01:47:19.41","2023-04-20 11:00:00","91"
"163003-993273a135504d7b82675b990a2515c0","Best Western - tucson","1","1","2023-01-24 11:54:37.755","2023-01-25 11:00:00","148"
"163181-5fe55d74f0d743bea49113438131460a","Wyndham - toronto","3","1","2023-01-23 18:08:51.855","2023-01-27 11:00:00","383"
"163410-2f1e89c92aad40b2a0fdba57e7ff9237","Extended Stay  - winnipeg","1","1","2023-01-25 15:02:57.075","2023-01-27 11:00:00","132"
"163687-651bd1f66bd4404fab8f6b0ab2977c5f","Choice Hotels - san diego","3","1","2023-01-22 13:16:45.525","2023-01-26 11:00:00","346"
"163787-6158e562c82d4d3682f945e59c8a65a6","Wyndham - el paso","2","3","2023-01-24 12:07:47.055","2023-01-27 11:00:00","252"
"163935-7f98994f594d40c69309e54098e31c04","Extended Stay  - philadelphia","7","1","2023-01-26 11:00:00","2023-02-02 11:00:00","185"
"163985-a7a92ad2b7ef4176aa718ff1ce0cecdd","Banyan Tree  - los angeles","5","1","2023-01-23 14:49:13.53","2023-01-29 11:00:00","119"
"164250-e09104014ef74f80bb5b013ead0bb09d","Conrad  - toronto","2","2","2023-01-25 15:00:57.51","2023-01-28 11:00:00","144"
"164326-9537d8cd327b43958fc33442d8ec0226","Hilton - new york","3","1","2023-01-22 12:32:59.46","2023-01-26 11:00:00","181"
"164430-9ac431fbb3074214b1c9e79a164daf0a","InterContinental  - chicago","1","1","2023-01-21 13:27:17.775","2023-01-23 11:00:00","161"
"164765-c213fffbb7e740bca6d280b9ff09f285","Hyatt - new york","4","1","2023-01-29 11:00:00","2023-02-02 11:00:00","188"
"164767-4bdb976906d4423e89e42b14fc477b33","Marriott  - san antonio","1","1","2023-01-24 19:59:05.685","2023-01-26 11:00:00","102"
"164781-143ccc085e5d49a083f4cfc19b8dab04","Extended Stay  - new york","5","2","2023-01-23 09:40:43.905","2023-01-28 11:00:00","147"
"165173-530ef49a229b411482c0541d00cb4059","Extended Stay  - guilin","15","1","2023-05-09 23:49:22.035","2023-05-25 11:00:00","117"
"165239-5324405faff0489fa99bb0a8c2a62b41","Banyan Tree  - fort worth","2","1","2023-01-23 14:16:21","2023-01-26 11:00:00","88"
"165307-5d57f7d4dc1443d0924a99dcf4af5da9","Accor - hamilton","1","2","2023-01-22 11:22:56.46","2023-01-23 11:00:00","120"
"165387-023243c19fc5431e8b8ee69760af5fd4","NH Hotel  - denver","1","2","2023-01-23 19:54:12.69","2023-01-25 11:00:00","141"
"166009-159c801b26764476a7cda663fd87cb65","Radisson  - chicago","2","1","2023-01-21 19:02:32.685","2023-01-24 11:00:00","206"
"166266-3392495a8f5e440ca1fe9203c54db0f2","Banyan Tree  - detroit","4","1","2023-01-23 10:05:41.595","2023-01-27 11:00:00","418"
"166382-d0f5083fdd6f42cc8bd917ca81f40c06","Crowne Plaza - denver","0","1","2023-01-22 10:37:32.655","2023-01-22 11:00:00","188"
"166617-f84ab439eb12427988e2732aef9cd21e","Accor - las vegas","0","1","2023-01-24 14:22:04.89","2023-01-25 11:00:00","108"
"166748-1c6487d292a04ecca18606e299df04a3","Wyndham - los angeles","2","2","2023-01-26 22:46:36.255","2023-01-29 11:00:00","120"
"166803-5c60b8b90a5d4764bd0af1b08b8be723","Marriott  - philadelphia","1","1","2023-01-23 09:11:31.2","2023-01-24 11:00:00","114"
"166983-6f96bc270dcd4c86adaf5cff3b755386","Banyan Tree  - toronto","1","1","2023-01-24 13:12:49.365","2023-01-26 11:00:00","279"
"167078-97613bc57a54441c8f2ad1a753cb7cd6","Accor - chicago","1","1","2023-01-26 19:27:17.775","2023-01-28 11:00:00","101"
"167085-23b15eb257104724aa24ec319bc6b115","Marriott  - philadelphia","6","1","2023-01-28 09:41:59.82","2023-02-03 11:00:00","85"
"167098-3d683ad6f1864b98bc9408e28c6039df","Hyatt - milwaukee","0","1","2023-01-28 10:44:47.985","2023-01-28 11:00:00","150"
"167583-bd6a95f1513348b9ba40c60338617bcc","Hyatt - philadelphia","2","1","2023-01-23 11:40:33.15","2023-01-25 11:00:00","75"
"167707-38e104acc9de4526a386753ef27348b5","Wyndham - fresno","3","1","2023-01-23 13:25:15.42","2023-01-27 11:00:00","452"
"167877-b2b316eba3994a36b6a73605c0aa06e4","Extended Stay  - boston","6","1","2023-01-20 10:49:11.28","2023-01-26 11:00:00","212"
"168144-b201ab6fb04c4f228e2a96aff7715999","Choice Hotels - san diego","2","1","2023-01-27 12:22:34.275","2023-01-30 11:00:00","273"
"168153-ebb6a90e638648a587913d50f3bf800f","Marriott  - tucson","1","1","2023-01-26 14:54:37.755","2023-01-28 11:00:00","71"
"168468-ffe271307bfa401da35886ef4bd5f849","Wyndham - fort worth","3","1","2023-01-27 14:30:24.03","2023-01-31 11:00:00","97"
"168509-7241d1ee1f18420f906d997c946d4cc3","Best Western - louisville","1","1","2023-01-27 15:18:43.83","2023-01-29 11:00:00","211"
"168546-60fdda7357054f10a6caed7c66b92e7a","InterContinental  - toronto","4","1","2023-01-25 20:36:43.605","2023-01-30 11:00:00","208"
"168574-d1618f6b3f2f40e8b85090caa1cf9405","Radisson  - chicago","5","1","2023-01-22 11:00:00","2023-01-27 11:00:00","191"
"168979-e04242676e56498bbf4e4d0abb9d9ef7","Accor - toronto","6","1","2023-01-27 12:22:16.95","2023-02-03 11:00:00","167"
"169224-c0239431817c4bb487ba458b7d28bb18","Rosewood - phoenix","2","1","2023-01-27 18:04:16.5","2023-01-30 11:00:00","345"
"169329-a73508b6670b430192720ce04adfc4ff","Choice Hotels - el paso","5","1","2023-01-26 20:41:15.315","2023-02-01 11:00:00","89"
"169436-02a02d3a147c42a8af71a2b615fb7ed3","Hilton - san jose","4","2","2023-01-22 11:00:00","2023-01-26 11:00:00","173"
"169497-946bfab417cb4d5f8fb9b9b337c73f1d","Radisson  - edmonton","1","1","2023-01-26 15:05:43.98","2023-01-28 11:00:00","116"
"169693-a468d4764ef94a9897f856708fade3d2","Accor - los angeles","6","1","2023-01-22 17:18:38.61","2023-01-29 11:00:00","200"
"169883-f686c73c3d154750a308b90d1e569757","Choice Hotels - columbus","9","1","2023-01-28 11:00:00","2023-02-06 11:00:00","216"
"169926-5563efcc04db4d7d97cd5c2d8347cc97","Banyan Tree  - las vegas","2","2","2023-01-25 11:27:14.04","2023-01-27 11:00:00","124"
"169985-6a07d66002854c17beeb49dd41be3af8","Hyatt - san diego","3","1","2023-01-21 22:58:35.175","2023-01-25 11:00:00","47"
"169986-c8adf18beb6b4c4ea4efe72f6374ce44","Starwood  - montreal","4","1","2023-01-23 12:19:53.805","2023-01-28 11:00:00","354"
"170046-e3c2450a57be44239262d1230db155fc","Best Western - columbus","8","1","2023-01-18 11:00:00","2023-01-26 11:00:00","206"
"170333-6a47fee320354d0db0aba09c18fd941e","Banyan Tree  - jacksonville","12","3","2023-01-30 11:00:00","2023-02-11 11:00:00","222"
"170518-9156f89ecc444dbebcdb4d3681fb2c4b","Radisson  - new york","1","1","2023-01-27 18:43:37.065","2023-01-29 11:00:00","161"
"170784-681cd557ff3e415692fee17d16f664a6","Four Seasons - columbus","2","1","2023-01-23 10:40:17.85","2023-01-25 11:00:00","112"
"171391-e230cce00933499da8d3e875ab4fb681","Marriott  - philadelphia","9","2","2023-02-01 11:00:00","2023-02-10 11:00:00","234"
"171496-b9deb2ac762045d697fc7681cd767cb3","Starwood  - seattle","2","1","2023-01-23 15:50:19.275","2023-01-26 11:00:00","320"
"171572-988af254deb34d9e85d00176d6aa2d2c","NH Hotel  - toronto","11","1","2023-01-27 11:00:00","2023-02-07 11:00:00","334"
"171755-eb2fa38a98fb4bb3a0260e6cf1b41f84","Aman Resorts - charlotte","4","1","2023-01-25 11:00:00","2023-01-29 11:00:00","129"
"171906-36cc7d79f5b645938daa7caa0be2d932","Accor - montreal","3","1","2023-01-24 19:38:13.695","2023-01-28 11:00:00","247"
"172019-54d0870ec5ba421b827d2112b1d90e7f","Four Seasons - bangkok","11","2","2023-06-07 00:55:25.14","2023-06-18 11:00:00","63"
"172035-4bb57a2aa47f443f812b35999868db72","Hilton - chicago","14","1","2023-06-06 12:28:34.23","2023-06-21 11:00:00","130"
"172559-69418b1f3dfe4d83aa31fca35ec9af01","Fairmont - philadelphia","3","1","2023-01-28 11:39:16.29","2023-01-31 11:00:00","166"
"172579-6a068999d0a74faabe0415ef81ec30dd","Aman Resorts - new york","2","1","2023-01-26 14:03:33.57","2023-01-29 11:00:00","118"
"172679-85d83c9ea5df4acba6f1772075f1bcc7","InterContinental  - seattle","5","1","2023-01-26 23:23:30.48","2023-02-01 11:00:00","95"
"172741-1ebfa47902e44c57b158783e6b6694d8","Four Seasons - ottawa","4","1","2023-01-22 12:25:07.635","2023-01-27 11:00:00","87"
"172844-96b0785cb7554db7b0b291d909e727b6","Four Seasons - toronto","1","1","2023-01-21 19:20:32.685","2023-01-23 11:00:00","478"
"172953-85355367d189499c82a9f50e083011c7","Shangri-La - winnipeg","6","1","2023-01-19 11:00:00","2023-01-25 11:00:00","232"
"172959-808e3153e6a8478fb1899f92f176114f","NH Hotel  - baltimore","4","2","2023-02-10 11:00:00","2023-02-14 11:00:00","343"
"173163-e7a0207d80394f2bb35d81aef4e87920","Aman Resorts - calgary","4","1","2023-01-24 12:21:28.575","2023-01-29 11:00:00","131"
"173894-47913b92f845469b9036c45f5603cee7","Banyan Tree  - new york","1","1","2023-01-26 17:57:17.775","2023-01-28 11:00:00","126"
"173947-f83e25a1a02f49ad94ccd93421c0fc9d","Hyatt - austin","1","1","2023-01-19 10:58:06.105","2023-01-20 11:00:00","178"
"174302-86935140c243462a8a7c8c57e432ed0b","Crowne Plaza - chicago","1","2","2023-01-29 11:00:00","2023-01-30 11:00:00","146"
"174418-45d8e899ef184c2a9aea634c9ff860d3","Extended Stay  - toronto","1","1","2023-01-23 09:35:00.33","2023-01-24 11:00:00","202"
"174646-89d18c4da71a44d2bac3570f3b2a320a","InterContinental  - dallas","3","1","2023-01-22 19:56:49.83","2023-01-26 11:00:00","156"
"174753-15835c5cb6eb446bb8177b4bdff7f457","Rosewood - toronto","7","1","2023-01-23 10:46:05.115","2023-01-30 11:00:00","260"
"174756-b7d3cd3b5c8440159ff63c102c358a35","Hyatt - new york","4","1","2023-01-29 15:09:21.555","2023-02-03 11:00:00","267"
"174776-146f8e7625a4418b8914dbb14ebaa488","Marriott  - new york","6","2","2023-01-29 11:00:00","2023-02-04 11:00:00","90"
"174838-4f0f2e1635994e4ebc1c56d7f759b116","Crowne Plaza - san antonio","1","1","2023-01-25 11:48:49.41","2023-01-26 11:00:00","217"
"174987-9a403fa7ff374c42aac8f372b1b8001f","Starwood  - houston","23","1","2023-01-18 11:00:00","2023-02-10 11:00:00","374"
"175006-5d7d1c3b0f0e4baeaa37627ffde6ca3c","InterContinental  - boston","2","1","2023-01-24 10:22:30.72","2023-01-26 11:00:00","126"
"175280-a132756d9608448cbd429b6f37f08fe9","Four Seasons - houston","4","1","2023-01-24 16:15:22.995","2023-01-29 11:00:00","299"
"175435-43ac3edc2b8245609ed67d6173a062c8","Banyan Tree  - phoenix","4","1","2023-01-25 13:49:35.445","2023-01-30 11:00:00","140"
"175484-e5971edf96c64a6ba84ab1c6c0807404","NH Hotel  - los angeles","3","1","2023-01-21 11:47:26.43","2023-01-24 11:00:00","150"
"175486-565735b965f642ad91c9614c7f423c2e","Fairmont - nashville","8","2","2023-01-21 11:00:00","2023-01-29 11:00:00","120"
"175693-02cca910bfa14095b213244f7414eeb7","Banyan Tree  - fort worth","1","1","2023-01-25 17:57:49.095","2023-01-27 11:00:00","180"
"176705-a3ba631d21d240fa8829c3056ccb1975","Best Western - calgary","8","1","2023-01-20 11:00:00","2023-01-28 11:00:00","631"
"176835-44623d279c3f4f0989b165fa56f83067","Choice Hotels - montreal","1","1","2023-01-24 19:29:10.77","2023-01-26 11:00:00","187"
"176889-1a217054e3c6434696db8b1585b340ec","Hyatt - new york","3","1","2023-01-24 19:51:22.5","2023-01-28 11:00:00","428"
"177268-1767e19ffe6846e58d014c580abb9c81","Choice Hotels - new york","2","2","2023-01-28 09:43:37.065","2023-01-30 11:00:00","282"
"177364-0829deff02984658941c693efdd9a9c7","Choice Hotels - houston","3","1","2023-01-22 15:06:58.59","2023-01-26 11:00:00","103"
"177424-b69311d29a7f40308d0f81e2cafcacc8","Radisson  - vancouver","3","1","2023-01-21 14:43:41.565","2023-01-25 11:00:00","98"
"177622-49d33793f26643febe8cb9311c5ab592","Rosewood - san diego","4","1","2023-02-11 11:00:00","2023-02-15 11:00:00","84"
"177705-cec82b68e04b419284bfe810a00b3998","Accor - edmonton","1","1","2023-01-23 14:04:33.06","2023-01-25 11:00:00","100"
"177742-68c94fce1b214a16b920c951871fea84","Shangri-La - jacksonville","4","1","2023-01-23 14:15:43.11","2023-01-28 11:00:00","53"
"177786-40184db1e95445f48c017ef62d20f57a","InterContinental  - dallas","3","1","2023-01-27 12:21:36.765","2023-01-31 11:00:00","286"
"178079-8585b1be94a94db8ac9e5700330bbea6","Best Western - toronto","4","1","2023-01-24 09:52:11.685","2023-01-28 11:00:00","267"
"178125-2b00d3889975463eb724900de95354fc","Four Seasons - jakarta","14","1","2023-07-05 08:23:10.68","2023-07-19 11:00:00","106"
"178257-6c8fb52321b3469295445d7cf809edad","Accor - austin","3","1","2023-01-25 14:35:46.635","2023-01-29 11:00:00","271"
"178371-984b5b5f8ed94a8ea9ac96945d5b8e0e","Rosewood - austin","3","1","2023-01-25 11:10:57.765","2023-01-28 11:00:00","347"
"178391-12f8fba957b84ab4b3d26d1babf63651","Hyatt - chicago","10","1","2023-01-27 17:28:04.89","2023-02-07 11:00:00","612"
"178556-6895e1434f1745a3b4585536473b9069","Starwood  - toronto","4","1","2023-01-22 21:22:00.615","2023-01-27 11:00:00","114"
